answer	query	num	Query	UserId	ChatsQuantity	BotAnswer	BotHelp	Len	SbertScore	OldMouseRelevant	OldMouseScore	MouseRelevant	MouseScore
Если происходит перемещение ТМЦ с одного подразделения (склада) в другое подразделение, где имеются разные МОЛ, то в учете необходимо отразить как само перемещение ТМЦ, так и смену МОЛ по ним.   Передачу ТМЦ из одного подразделения организации в другое оформляют накладной по форме № М-11 или № М-15. Данный документ, подписанный кладовщиком основного склада (со стороны передающего подразделения) и начальником производственного цеха (со стороны принимающего подразделения), и будет свидетельствовать о перемещении ТМЦ и о смене МОЛ по ним.  В бухучете перемещение ТМЦ между складами отражается в аналитике (по субсчетам) к счету 10. Дополнительно (при наличии на то необходимости) возможно конкретизировать аналитику по субконто в разрезе МОЛ.   Подробная информация об этом приведена по ссылке  https://buh.action360.ru/#/document/16/52026/.          	Добрый день! Помогите, пожалуйста, разобраться со следующим вопросом. На предприятии существует ряд складов ТМЦ - несколько на производственных участках и один основной склад. Они территориально удалены друг от друга. Есть материалы, которые физически хранятся на складе производственного участка, но МОЛ по ним кладовщик основного склада. Как это может быть отражено в учете? Может ли кладовщик основного склада передать на ответхранение начальнику производственного участка? Какие документы для этого нужны?	440	Какие сопроводительные документы на перемещение ТМЦ из ОСП в головную организацию	3041280	1	0	0	11	0.796272695064545	Правда	0.971945285797119	Правда	0.9547774791717529
Согласно действующим требованиям закона если для документа установлен ФНС определенный формат (перечень таких документов и утверждающие их нормативные акты приведены ниже в рекомендации), то такие документы должны оформляться и отправляться по электронным каналам связи именно в этом формате. В частности, такими документами являются Акты на услуги/работы.  Формат электронного Акта на услуги/работы утвержден Приказом ФНС России от 30.11.2015 № ММВ-7-10/552@. Он предполагает передачу Актов в электронном виде только в формате XML. Других вариантов законом не предусмотрено, поэтому в иных форматах Акты на услуги/работы в рамках электронного документооборота не передаются.  Таким образом, если Акты будут переданы по ЭДО не в формате XML, а в формате PDF, то такие документы не считаются переданными по ЭДО и подписанными ЭЦП в установленном порядке. То есть, данные документы считаются недействительными, при проверке по таким документам снимут налоговые вычеты НДС и налоговые расходы по налогу на прибыль.  Датой электронного документа (на которую документ считается полностью оформленным) будет момент, когда документ подписан ЭЦП и направлен оператору электронного документооборота.   Подробная информация об этом приведена по ссылке  https://vip.1gl.ru/#/document/16/68809/.     	Добрый день! Просим разъяснить следующие вопросы: Обязан ли поставщик направлять закрывающие документы (акт приема-передачи) по форматам утвержденным ФНС: Приказ ФНС России от 30.11.2015 N ММВ-7-10/552@, Приказ ФНС России от 19.12.2018 N ММВ-7-15/820@? Допустимо ли принимать к учету документы полученные по ЭДО и составленные не по утвержденным форматам (например в формате pdf)? Возможны ли в будущем проблемы с ФНС по таким документам? И при получении документов по ЭДО такие документы принимаются к учету (считаются принятыми услуги, работы, товары) по дате формирования документа или по дате подписания этого документа ЭЦП?	441	В каком формате должен быть подписан договор по ЭДО (ворд, эксель)?	11652831	1	0	0	11	0.973926067352295	Правда	0.953889608383179	Правда	0.945621907711029
Да, верно.  Вообще, опубликование и размещение сведений на Федресурсе   это разные вещи.  Опубликование. Публикация бухотчетности и аудиторского заключения в СМИ производится, как правило, на сайте организации в сети Интернет. Обязаны публиковать свою годовую бухгалтерскую отчетность также публичные акционерные общества. Это следует из пункта 1 статьи 66.3 и пункта 6 статьи 97 ГК, а также пункта 1.1 статьи 1 и статьи 92 Закона от 26.12.1995 № 208-ФЗ. Причем публиковать отчетность они должны вместе с аудиторским заключением (п. 10 ст. 13 Закона от 06.12.2011 № 402-ФЗ).  Непубличное АО (ЗАО), не размещающее публичные акции и ценные бумаги, должно публиковать свою отчетность (и, соответственно, аудиторское заключение), только если количество его акционеров более 50. Это следует из ст. 92 Закона от 26.12.1995 № 208-ФЗ  Об акционерных обществах .    Размещение на Федресурсе. Как следует из ч. 6 ст. 5 Закона от 30.12.2008 № 307-ФЗ  Об аудиторской деятельности , размещению подлежит не само аудиторское заключение, а сведения о результатах обязательного аудита. Внесению в Федресурс (https://fedresurs.ru/) подлежат следующие сведения:    данные аудируемого лица: ИНН, ОГРН, СНИЛС;  данные аудитора: наименование (Ф.И.О.), ИНН, ОГРН, СНИЛС;  перечень аудируемой бухгалтерской (финансовой) отчетности и период, за который она составлена;  дату аудиторского заключения, мнения аудитора о достоверности отчетности;  обстоятельства, которые оказывают или могут оказать влияние на достоверность отчетности (если это не государственная или коммерческая тайна). Сведения необходимо внести не позднее 3 рабочих дней с даты подписания аудиторского заключения.  Размещать на Федресурсе сведения об обязательном аудите должны все организации и ИП. Сведения о добровольном аудите размещать не надо.  Организации, которые обязаны раскрывать информацию в СМИ, должны вносить сведения о бухгалтерской отчетности в Федресурс.  Итак:  1) Организация обязана раскрывать информацию в СМИ и подлежит обязательному аудиту - должна опубликовать в СМИ бухотчетность и аудиторское заключение, а также внести в Федресурс сведения о бухгалтерской отчетности и сведения о результатах обязательного аудита.    2) Организация обязана раскрывать информацию в СМИ и не подлежит обязательному аудиту - должна опубликовать в СМИ бухотчетность и внести сведения о бухотчетности в Федресурс.  3) Организация не обязана раскрывать информацию в СМИ и подлежит обязательному аудиту (Ваш случай)   должна внести в Федресурс сведения об обязательном аудите.  4) Организация не обязана раскрывать информацию в СМИ и не подлежит обязательному аудиту   ничего публиковать в СМИ и вносить в Федресурс не нужно.     Материалы Системы Главбух по Вашему вопросу: https://1gl.ru/#/document/86/298857/, https://1gl.ru/#/document/86/264867/, https://1gl.ru/#/document/86/264864/, https://1gl.ru/#/document/16/71334/. 	Добрый день. Вопрос по публикации информации годовой отчетности и аудиторского заключения на сайте федерального ресурса. Наша организация ЗАО с количеством акционеров меньше 50,отсутствует эмиссия ценных бумаг,не осуществляет публичное размещение ценных бумаг.Нам было прислано письмо от Реестродержателя,ЗАО с числом акционеров 50 менее информацию годовой бухгалтерской отчетности не раскрывают. ст.92 Закон об АО 1.1. Непубличное общество с числом акционеров более пятидесяти обязано раскрывать годовой отчет общества, годовую бухгалтерскую (финансовую) отчетность в порядке, предусмотренном законодательством Российской Федерации о ценных бумагах для раскрытия информации на рынке ценных бумаг.	442	Добрый день. Одязано ли непубличное АО публиковать в СМИ годовую отчетность?	11843905	1	0	0	11	0.923824548721314	Правда	0.958713710308075	Правда	0.9506540298461914
Нет, не обязано.  Согласно п. 69.5 Положении Банка России от 30.12.2014 № 454-П  О раскрытии информации эмитентами эмиссионных ценных бумаг , непубличное АО с числом акционеров более 50, не осуществившее (не осуществляющее) публичное размещение облигаций или иных ценных бумаг, обязано раскрывать:  - годовой отчет непубличного АО;  - годовую бухгалтерскую (финансовую) отчетность непубличного АО вместе с аудиторским заключением, выражающим в установленной форме мнение аудиторской организации о ее достоверности.  При этом в тексте данного пункта не указано, что, помимо перечисленных сведений, АО обязаны раскрывать дополнительные сведения, предусмотренные главой 75 указанного Положения.     Материалы Системы Главбух по Вашему вопросу: https://www.1gl.ru/#/document/86/188328/. 	"Обязано ли непубличное акционерное общество с числом акционеров более 50, не осуществлявшее публичное размещение облигаций или иных ценных бумаг, раскрывать сообщения о раскрытии в сети Интернет годовых отчетов и годовой бухгалтерской (финансовой) отчетности в соответствии с главой 75 Положения Банка России от 30.12.2014 N 454-П ""О раскрытии информации эмитентами эмиссионных ценных бумаг""?"	443	Обязано ли непубличное АО публиковать отчетность ? Количество акционеров более 50.	11843905	1	0	0	11	0.932043612003326	Правда	0.969225406646729	Правда	0.9711591005325317
К представительским расходам командированного сотрудника можно отнести затраты:    на официальный прием и (или) обслуживание (в т. ч. буфетное) представителей других организаций, а также официальных лиц самой организации;  на транспортное обеспечение доставки к месту проведения представительского мероприятия и (или) заседания руководящего органа и обратно;  на оплату услуг переводчиков (не состоящих в штате организации) во время представительских мероприятий.   Перечень подобных затрат не уточнен (п. 2 ст. 264 НК).  Конкретный перечень документов, которыми нужно подтверждать представительские расходы, в пункте 2 статьи 264 НК не установлен.   Например, чтобы обосновать представительские расходы в командировке, достаточно двух документов:    отчет о представительских расходах, который утвердил руководитель организации;  авансовый отчет.   К двум отчетам сотрудник прикладывает первичные документы, например кассовые чеки, акты и прочее.   Раньше чиновники требовали оформлять больше документов. Поэтому, если вы гарантированно хотите избежать споров с налоговыми инспекторами, подтвердить экономическую обоснованность представительских расходов можно с помощью:    сметы, утвержденной протоколом общего собрания участников (акционеров) организации или руководителем организации на определенный период времени;  приказа руководителя об осуществлении расходов на представительские цели;  отчета о проведении мероприятий, в ходе которых были произведены представительские расходы;  акта об осуществлении представительских расходов, утвержденного руководителем организации;  иных документов, свидетельствующих об обоснованности и производственном характере расходов.   Формы документов разработайте самостоятельно и приложите к приказу об учетной политике (п. 4 ПБУ 1/2008, ст. 313 НК).  В отчете о проведении мероприятий, в ходе которых были произведены представительские расходы, укажите:    цели и результаты проведенных мероприятий;  дата и место проведения;  состав участников (принимающей и приглашенной сторон);  сумма затрат и т. п.   Читайте об этом в Системе: https://vip.1gl.ru/#/document/12/210557/, https://vip.1gl.ru/#/document/16/58091/ 	Добрый. Подскажите, список представительских расходов - закрытый? какими докуметами возможно обосновать представительские расходы? Достаточно ли служебной записки для учета расходов в составе представительских?	444	какими внутренними документами можно списать представительские расходы,на которые нет подтверждающих документов	545566	1	0	0	11	0.990835666656494	Правда	0.95764684677124	Правда	0.9577353000640869
Фирму и директора могут оштрафовать не за неутверждение годовой отчетности, а за непроведение годового собрания, на котором отчетность должна быть утверждена.  В ч. 11 ст. 15.23.1 КоАП РФ предусмотрены штрафы не за неутвержденную годовую отчетность, а за незаконный отказ в созыве, уклонение от созыва общего собрания участников ООО, нарушение порядка проведения собраний. Причем привлечь к ответственности могут как за нарушения при проведении годового, так и внеочередного общего собрания участников. Чаще всего это нарушение выявляется по жалобам в ЦБ РФ участников, которые считают, что их права нарушены. Но ЦБ РФ может провести проверку и по собственной инициативе. Составлять протоколы об административных правонарушениях по ч. 11 ст. 15.23.1 КоАП РФ вправе должностные лица ЦБ РФ (п. 81 ч. 2 ст. 28.3 КоАП РФ). Годовую отчетность ООО требуется утвердить не ранее чем через два, но не позже чем через четыре месяца после окончания отчетного года (абз. 2 ст. 34 Закона от 08.02.1998 № 14-ФЗ  Об обществах с ограниченной ответственностью , далее   Закон об ООО).   К обязательным вопросам повестки дня годового общего собрания ООО относится вопрос об утверждении годовых отчетов и годовых бухгалтерских балансов (п. 6 ч. 2 ст. 33 Закона об ООО).  Поэтому во избежание риска привлечения к ответственности стоит своевременно проводить годовые собрания в установленные законом сроки (и утверждать на них годовую бухгалтерскую отчетность).  Отметим, что срок давности привлечения к ответственности по ч. 11 ст. 15.23.1 КоАП РФ составляет один год и начинает идти на следующий день после истечения крайнего срока проведения годового собрания   30 апреля. Т.е. к ответственности за непроведение годового собрания в 2020 году могут привлечь до 1 мая 2021. Заверять решения у нотариуса необязательно, если прописаны иные способы удостоверения принятого решения:    в уставе хозяйственного общества;  в решении общего собрания участников (решении единственного участника).   Чтобы не ездить к нотариусу, участникам стоит принять решение или внести изменения в устав о том, что их решения не требуют нотариального заверения.  Если же все-таки хотите заверить решение у нотариуса, стоит предварительно позвонить ему и уточнить, что требуется для удостоверения решения участника об утверждении годовой отчетности.     Более подробно об этом Вы можете узнать, перейдя по ссылкам: https://usn.1gl.ru/#/document/12/258926/bssPhr176/, https://usn.1gl.ru/#/document/16/64725/tit7/, https://usn.1gl.ru/#/document/12/248304/. 	Как избежать 700 тыс. руб. штрафа за бухотчетность.? кто будет проверять, что она не заверена нотариально? Какой орган будет штрафовать?	445	можно образец уведомления для участников о проведении собрания по утверждению отчетности	763765	1	0	0	11	0.924823522567749	Правда	0.885562539100647	Правда	0.9051312804222107
Доход включите в расчет НДФЛ на дату поступления оплаты.  При переходе ИП с УСН на ОСНО налоговая база переходного периода не определяется, так как ИП применяют кассовый метод учета доходов и при ОСНО и при УСН. Если деньги в погашение дебиторской задолженности были получены после перехода на ОСНО, то полученный доход будет облагаться НДФЛ. Датой получения дохода в денежной форме является день поступления денежных средств на расчетный счет или в кассу предпринимателя (п. 1 ст. 223 НК).  Материалы Системы Главбух по вашему вопросу:  https://vip.1gl.ru/#/document/16/63377/tit2/  https://vip.1gl.ru/#/document/16/63600/tit4/  https://vip.1gl.ru/#/document/86/171574/ 	"ИП на УСН ""доходы"" реализовал товары с отсрочкой платежа. Оплата за эти товары поступила в следующем году, когда ИП уже перешел на ОСНО. В какой момент времени и по какому налогу (УСН или НДФЛ) следует признать доход от реализации этих товаров?"	446	Добрый день! Подскажите, после какой суммы дохода Ип слетает на ОСНО?	1732115	1	0	0	11	0.808545529842377	Правда	0.960837721824646	Правда	0.9376700520515442
Обязанность заполнять и подавать отчет ЕФС-1 пропишите в должностной инструкции и трудовом договоре с сотрудником.  Руководитель организации вправе сам определить, какое структурное подразделение или сотрудник будет заполнять и подавать ЕФС-1. С учетом принятых в организации правил и формата сдачи отчетности обязанность заполнять и сдавать отчет можно возложить на сотрудников:  - кадровой службы, так как в отчете подают сведения о сотрудниках и их трудовой деятельности;  - бухгалтерии, так как в отчете представляют данные о начисленных выплатах и страховых взносах.  Кто обязан сдавать форму ЕФС-1, зависит от того, какие разделы и подразделы заполняют. Так, подраздел 1 раздела 1 обязательно заполняют при заполнении сведений в подразделах 1.1, 1.2, 1.3 подраздела 1.  Подраздел 1.1 раздела 1 заполняют и сдают все работодатели, у которых есть наемные работники. Сведения подают, в том числе на совместителей, дистанционных и надомных работников. Также подраздел 1.1 раздела 1 заполняют и сдают организации, которые заключили с исполнителями договоры гражданско-правового характера, на вознаграждение по которым начисляют страховые взносы.  Подразделы и разделы, которые входят в состав ЕФС-1, можно заполнять и представлять отдельно. Для каждого подраздела отчета установлены свои сроки сдачи. Подробнее о сроках смотрите в файле ответа.  Порядок заполнения формы утвержден постановлением Правления Пенсионного фонда от 31.10.2022 № 245п. 	Отчет ЕФС-1 . Как его заполнять ? Этот отчет заполняется кадровиков и специалистом по ЗП? Какие сроки у этого отчета? 	447	Добрый день! Подскажите, пожалуйста, какие организации должны заполнять раздел 2.1.1. ЕФС-1?	1878748	1	0	0	11	0.997056603431702	Правда	0.967513799667358	Правда	0.9709171056747437
Добрый день,  Гульжиан Маукеновна  На вопрос отвечает: Курасова Анастасия Михайловна, эксперт электронной системы  ACTUALIS: Кадровое дело , автор ряда изданий цифрового издательства  МЦФЭР Казахстан , кандидат экономических наук, специалист по вопросам труда и заработной платы, бизнес-тренер, г. Алматы. В соответствии с п. 10 ст. 139 ТК РК, гражданским служащим, содержащимся за счёт государственного бюджета, предоставляется основной оплачиваемый ежегодный трудовой отпуск продолжительностью не менее тридцати календарных дней с выплатой пособия на оздоровление в размере должностного оклада. Пособие для оздоровления гражданским служащим выплачивается один раз в календарном году при предоставлении оплачиваемого ежегодного трудового отпуска.  Вы работаете в госучреждении и являетесь гражданским служащим. Поэтому Вам положено пособие на оздоровление к отпуску в размере должностного оклада по занимаемой основной должности. Если Вы ещё оформлены по штатному расписанию совместителем на 8 часов, то тогда и по этой ставке Вам должны выплатить пособие на оздоровление к отпуску, поскольку ко всем единицам штатного расписания пособие запланировано и все они относятся к гражданской службе, кроме подсобных рабочих.  Также читайте в электронной системе: Положено ли работникам-совместителям пособие на оздоровление, если да, то как оформить приказ  Когда выплачивается пособие на оздоровление при предоставлении трудового отпуска по частям, и какой период работы указать в приказе  Имеет ли право сотрудник, проработавший менее года на предприятии, выйти в трудовой отпуск и получить пособие на оздоровление  Выплачивается ли пособие на оздоровление работнику, который работает 6 месяцев  Можно ли удержать пособие на оздоровление из зарплаты работницы, которая увольняется, не отработав весь период  Не забудьте, пожалуйста, оценить ответ эксперта, для нас очень важно Ваше мнение.  С уважением, экспертная поддержка. 	Здравствуйте, я заместитель директора по воспитательной работе на 1 ставку и протарифицированно 8 часов недельной нагрузки. должна ли бухгалтерия выплачивать лечебное пособие по факту проведенных часов? Они выплачивают только ставку заместителя.   	448	добрый день сдается ли НДФЛ если предприятие не работает 202-2024 год	21201462	1	0	0	11	0.400268197059631	Ложь	0.846416771411896	Ложь	0.8489720821380615
Исходя из текста вопроса, производите перевод из долгосрочной задолженности в краткосрочную задолженность.  Форма Пояснений к Бухгалтерскому балансу и Отчету о финансовых результатах приведена в приказе Минфина от 22.07.2010 № 66н. В разделе  Дебиторская и кредиторская задолженность  раскройте информацию по следующим строкам бухгалтерского баланса:    строка 1230  Дебиторская задолженность ;  строка 1410  Заемные средства ;  строка 1450  Прочие обязательства ;  строка 1510  Заемные средства ;  строка 1520  Кредиторская задолженность ;  строка 1550  Прочие обязательства .   В таблице 5 указывают информацию о наличии дебиторской (кредиторской) задолженности на начало и на конец периода, ее изменения за период (поступление, выбытие), а также информацию о резерве по сомнительным долгам.  При переводе задолженности из долгосрочной за краткосрочную задолженность итоговый показатель задолженности на начало или конец периода не меняется. То есть итоговый оборот по этой графе не несет существенной информации об изменении задолженности. Но по своему желанию бухгалтер вправе заполнить итоговый показатель графы  перевод из долгосрочной задолженности в краткосрочную задолженность  в таблицах 5.1 и 5.3 Пояснений.  Материалы Системы Главбух по вашему вопросу:  https://www.1gl.ru/#/document/117/20982  https://www.1gl.ru/#/document/86/177594/    	"Добрый день. В Пояснениях №5 (дебиторы/кредиторы) к Балансу переводы задолженности из ДТ в Кт и наоборот расшифровуются построчно, но в итоговой строке стоят ""х"". Почему? Так должно быть? По итоговой строке если проверять арифметику, выходит на эту цифру разница."	449	Добрый день! Как дать пояснение по росту кредиторской задолженности в балансе	294882	1	0	0	11	0.969395220279694	Правда	0.967497766017914	Правда	0.9297971129417419
При освобождении от НДФЛ матпомощи в размере не больше 4000 руб. за календарный год на одного сотрудника учитывайте следующее. Материальная помощь может быть выплатой стимулирующего характера. Например, зависеть от размера зарплаты и соблюдения трудовой дисциплины. А может и вовсе не быть связанной с результатами труда, например матпомощь к празднику или юбилею. Для удержания НДФЛ цель выплаты материальной помощи значения не имеет. То есть независимо от цели выплаты сумма в пределах 4000 руб. в год на одного человека НДФЛ не облагается. Такой вывод следует из пункта 28 статьи 217 НК и письма Минфина от 22.10.2013 № 03-03-06/4/44144.  Код дохода для материальной помощи на лечение, к отпуску, юбилею, к 1 сентября или свадьбе - 2760, код вычета - 503. Код дохода для  единовременной материальной помощи при рождении (усыновлении) ребенка   2762, код вычета   508.  Материальная помощь в связи со смертью работника или члена его семьи полностью освобождена от НДФЛ. В справке 2-НДФЛ такую матпомощь не отражают. Поэтому кода дохода и вычета для нее нет.  Код дохода 2710 предусмотрен для материальной помощи, которая не подпадает под коды 2760, 2761 и 2762. Например, этот код указываю при выплате  материальной помощи стороннему гражданину или родственникам сотрудника.  При выплате матпомощи стороннему физлицу удержать НДФЛ нужно со всей суммы. Так как не облагается НДФЛ  матпомощь в размере 4000 руб. за налоговый период, если она оказана сотруднику (бывшему сотруднику, который уволился в связи с выходом на пенсию по инвалидности или по возрасту). Если выплачиваете матпомощь стороннему лицу, то лимит 4000 руб. не применяйте. В справке 2-НДФЛ всю сумму матпомощи отражайте с кодом дохода 2710.  Вычет в таком случае не указывайте. Более подробно об этом Вы можете узнать, перейдя по ссылке:  https://vip.1gl.ru/#/document/117/53528/bssPhr4/ 	Добрый день. Вопрос 1 . Материальная помощь Какой код дохода и код, сумма вычета указать в справке по форме 2-НДФЛ при выплате материальной помощи сотрудникам предприятия (к юбилею, регистрация брака, к 1 сентября ребенок первоклассник, со смертью родственника, при рождении ребенка) предусмотренных коллективным договором. с указание нормативного документа.  Вид материальной помощи Код дохода в 2-НДФЛ Код вычета в 2-НДФЛ Сумма вычета необлагаемый по НДФЛ к юбилею регистрация брака к 1 сентября ребенок первоклассник со смертью родственника при рождении ребенка Просим дать подробное разъяснение, какие виды материальной помощи можно отнести к кодам дохода 2710, 2760 необходимы для заполнения 2-НДФЛ.      	450	Добрый день! Какие документы нужны для выплаты материальной помощи родственника работника?	154358	1	0	0	11	0.946080565452576	Правда	0.924803197383881	Правда	0.8837505578994751
Так как ИП ликвидировано, то на титульном листе декларации по УСН укажите код 50 в поле  Налоговый период .  Код 96 указывается если ИП прекращает осуществлять свою деятельность в рамках УСН, но продолжает ее осуществлять в рамках другой системе НО.     Более подробно об этом Вы можете узнать, перейдя по ссылке:   https://buh.action360.ru/#/document/12/305097  https://buh.action360.ru/#/document/99/420344859/ZAP2PH83OR/ 	ИП на УСН доходы ИП было ликвидировано 09/12/20г. В процессе проверки выяснила, что ИП на нпд. Уведомление о снятии с УСН не подавалось. Закрывающую декларацию делать с каким кодом? 50 - как обычно или все-таки 96 ? Период НПД весь 2020 год. 	451	Какой код поставить в декларации по усн при переходе на нпд	11652831	1	0	0	11	0.840520799160004	Правда	0.968165040016174	Правда	0.9340083003044128
Пониженная ставка налога на УСН в регионе   это не льгота, которую нужно подтверждать. Льготы   необязательный элемент налогообложения, от них можно отказаться. Все доходы индивидуального  предпринимателя по всем видам деятельности  будут подлежать налогообложению по налоговой ставке  0% , если по итогам налогового периода доля доходов от реализации товаров (работ, услуг) при осуществлении видов предпринимательской деятельности, в отношении которых применялась налоговая ставка в размере 0 процентов, в общем объеме доходов от реализации товаров (работ, услуг) будет составлять  не менее 70 процентов.  Законом города Москвы от 18 марта 2015 года № 10  Об установлении ставок налогов для налогоплательщиков, впервые зарегистрированных в качестве индивидуальных предпринимателей, и перешедших на упрощенную систему налогообложения и (или) на патентную систему налогообложения  применение ставки в размере 0 процентов по налогу, уплачиваемому в связи с применением упрощенной системы налогообложения, предусмотрено в отношении 25 видов деятельности.  В связи с этим, индивидуальный предприниматель, впервые зарегистрированный после введения в действие указанного Закона города Москвы вправе применять ставку налога в размере 0 процентов, если итогам налогового периода (года) доля доходов от реализации товаров (работ, услуг) при осуществлении видов предпринимательской деятельности, предусмотренных Законом города Москвы в отношении которых применяется налоговая ставка в размере 0 процентов, в общем объеме доходов от реализации товаров (работ, услуг) составляет не менее 70 процентов.              В Законе г. Москвы не указано , что для подтверждения правомерности применения налоговой ставки 0% вместе с декларацией необходимо сдавать какие-либо подтверждающие документы . Когда в законе нет требования предоставить документы, инспекторы не вправе их запрашивать при камеральной проверке декларации по УСН.  При выездной проверке инспекторы вправе затребовать документы и расчеты, которые подтвердят право на пониженную ставку налога на упрощенке (п. 12 ст. 89 НК). Таким доказательством может быть бухгалтерская справка, где по окончании каждого отчетного периода представлено обоснование пониженной ставки.  Чтобы избежать споров с инспекторами, показатели для обоснования пониженной ставки считайте в бухгалтерской справке не реже одного раза в квартал  Сдавать такую справку вместе с декларацией не нужно. Но если инспекторы запросят пояснения, им не придется отказывать по формальным основаниям.  Материалы Системы Главбух по вашему вопросу: https://www.1gl.ru/#/document/12/277996/, https://www.1gl.ru/#/document/99/420319994/backlinkanchor2/ 	Добрый день! Некоторые виды деятельности ИП подпадают под льготный ОКВЭД согласно Закону Москвы от 18.03.2015 № 10, которым установлена ставка 0% для ИП на УСН (доходы). Вопросы: 1. Как составить декларацию по УСН за 2019 для отражения этой льготы ? 2. Какие документы необходимо подавать с декларацией УСН в подтверждение льготы в соответствии с законом Москвы 10 от 18.03.2015 ? 3. Нужно ли уведомлять ИФНС о льготе при подаче декларации УСН ? Прошу ответ со ссылками на законодательство и рекомендации БСС	452	Можете прислать ссылки на региональный закон Сочи по льготам для ИП	11968537	1	0	0	11	0.900373458862305	Правда	0.924680471420288	Правда	0.9245770573616028
